timestamp,value
us-mi 2018-01-31T02:11:00Z,24.88
us-mi 2018-01-31T02:12:00Z,22.12
us-mi 2018-01-31T02:13:00Z,20.36
us-mi 2018-01-31T02:14:00Z,20.64
us-mi 2018-01-31T02:15:00Z,18.07
us-mi 2018-01-31T02:16:00Z,17.13
us-mi 2018-01-31T02:17:00Z,20.05
us-mi 2018-01-31T02:18:00Z,22.06
us-mi 2018-01-31T02:19:00Z,23.32
us-mi 2018-01-31T02:20:00Z,23.7
us-mi 2018-01-31T02:21:00Z,22.78
us-mi 2018-01-31T02:22:00Z,17.42
us-mi 2018-01-31T02:23:00Z,17.01
us-mi 2018-01-31T02:24:00Z,20.1
us-mi 2018-01-31T02:25:00Z,18.03
us-mi 2018-01-31T02:26:00Z,13.79
us-mi 2018-01-31T02:27:00Z,18.06
us-mi 2018-01-31T02:28:00Z,16.71
us-mi 2018-01-31T02:29:00Z,19.05
us-mi 2018-01-31T02:30:00Z,19.38
us-mi 2018-01-31T02:31:00Z,17.03
us-mi 2018-01-31T02:32:00Z,14.79
us-mi 2018-01-31T02:33:00Z,22.85
us-mi 2018-01-31T02:34:00Z,20.12
us-mi 2018-01-31T02:35:00Z,18.71
us-mi 2018-01-31T02:36:00Z,20.99
us-mi 2018-01-31T02:37:00Z,17.08
us-mi 2018-01-31T02:38:00Z,20.62
us-mi 2018-01-31T02:39:00Z,16.34
us-mi 2018-01-31T02:40:00Z,17.75
us-mi 2018-01-31T02:41:00Z,15.96
us-mi 2018-01-31T02:42:00Z,19.71
us-mi 2018-01-31T02:43:00Z,15.72
us-mi 2018-01-31T02:44:00Z,18.51
us-mi 2018-01-31T02:45:00Z,20.11
us-mi 2018-01-31T02:46:00Z,17.46
us-mi 2018-01-31T02:47:00Z,22.57
us-mi 2018-01-31T02:48:00Z,19.18
us-mi 2018-01-31T02:49:00Z,13
us-mi 2018-01-31T02:50:00Z,12.88
us-mi 2018-01-31T02:51:00Z,15.65
us-mi 2018-01-31T02:52:00Z,17.93
us-mi 2018-01-31T02:53:00Z,19.24
us-mi 2018-01-31T02:54:00Z,16.73
us-mi 2018-01-31T02:55:00Z,13.16
us-mi 2018-01-31T02:56:00Z,15.42
us-mi 2018-01-31T02:57:00Z,31.62
us-mi 2018-01-31T02:58:00Z,27.32
us-mi 2018-01-31T02:59:00Z,24.55
us-mi 2018-01-31T03:00:00Z,22.9
us-mi 2018-01-31T03:01:00Z,21.23
us-mi 2018-01-31T03:02:00Z,19.9
us-mi 2018-01-31T03:03:00Z,22.94
us-mi 2018-01-31T03:04:00Z,17.88
us-mi 2018-01-31T03:05:00Z,19.67
us-mi 2018-01-31T03:06:00Z,15.81
us-mi 2018-01-31T03:07:00Z,20.07
us-mi 2018-01-31T03:08:00Z,18.76
us-mi 2018-01-31T03:09:00Z,18.6
us-mi 2018-01-31T03:10:00Z,17.5
us-mi 2018-01-31T03:11:00Z,18.47
us-mi 2018-01-31T03:12:00Z,19.62
us-mi 2018-01-31T03:13:00Z,20.73
us-mi 2018-01-31T03:14:00Z,18.42
us-mi 2018-01-31T03:15:00Z,20.88
us-mi 2018-01-31T03:16:00Z,20.86
us-mi 2018-01-31T03:17:00Z,15.98
us-mi 2018-01-31T03:18:00Z,19.11
us-mi 2018-01-31T03:19:00Z,17.91
us-mi 2018-01-31T03:20:00Z,15.89
us-mi 2018-01-31T03:21:00Z,13.65
us-mi 2018-01-31T03:22:00Z,13.76
us-mi 2018-01-31T03:23:00Z,11.26
us-mi 2018-01-31T03:24:00Z,13.53
us-mi 2018-01-31T03:25:00Z,13.53
us-mi 2018-01-31T03:26:00Z,18.82
us-mi 2018-01-31T03:27:00Z,18.92
us-mi 2018-01-31T03:28:00Z,20.45
us-mi 2018-01-31T03:29:00Z,26.8
us-mi 2018-01-31T03:30:00Z,20.91
us-mn 2018-01-31T02:10:00Z,23.94
us-mn 2018-01-31T02:11:00Z,23.74
us-mn 2018-01-31T02:12:00Z,25.08
us-mn 2018-01-31T02:13:00Z,22.26
us-mn 2018-01-31T02:14:00Z,22.86
us-mn 2018-01-31T02:15:00Z,18.6
us-mn 2018-01-31T02:16:00Z,18.14
us-mn 2018-01-31T02:17:00Z,21.69
us-mn 2018-01-31T02:18:00Z,24.64
us-mn 2018-01-31T02:19:00Z,26.61
us-mn 2018-01-31T02:20:00Z,32.06
us-mn 2018-01-31T02:21:00Z,20.97
us-mn 2018-01-31T02:22:00Z,20.39
us-mn 2018-01-31T02:23:00Z,22.46
us-mn 2018-01-31T02:24:00Z,24.26
us-mn 2018-01-31T02:25:00Z,16.45
us-mn 2018-01-31T02:26:00Z,18.61
us-mn 2018-01-31T02:27:00Z,18.57
us-mn 2018-01-31T02:28:00Z,18.74
us-mn 2018-01-31T02:29:00Z,19.58
us-mn 2018-01-31T02:30:00Z,22.19
us-mn 2018-01-31T02:31:00Z,20.32
us-mn 2018-01-31T02:32:00Z,18.17
us-mn 2018-01-31T02:33:00Z,21.69
us-mn 2018-01-31T02:34:00Z,20.06
us-mn 2018-01-31T02:35:00Z,21.26
us-mn 2018-01-31T02:36:00Z,23.83
us-mn 2018-01-31T02:37:00Z,20.22
us-mn 2018-01-31T02:38:00Z,20.36
us-mn 2018-01-31T02:39:00Z,19.17
us-mn 2018-01-31T02:40:00Z,21.37
us-mn 2018-01-31T02:41:00Z,18.48
us-mn 2018-01-31T02:42:00Z,18.71
us-mn 2018-01-31T02:43:00Z,17.81
us-mn 2018-01-31T02:44:00Z,18.72
us-mn 2018-01-31T02:45:00Z,17.85
us-mn 2018-01-31T02:46:00Z,20
us-mn 2018-01-31T02:47:00Z,25.35
us-mn 2018-01-31T02:48:00Z,17.95
us-mn 2018-01-31T02:49:00Z,16.62
us-mn 2018-01-31T02:50:00Z,14.94
us-mn 2018-01-31T02:51:00Z,15.21
us-mn 2018-01-31T02:52:00Z,20.01
us-mn 2018-01-31T02:53:00Z,19.11
us-mn 2018-01-31T02:54:00Z,14.16
us-mn 2018-01-31T02:55:00Z,19.83
us-mn 2018-01-31T02:56:00Z,17.57
us-mn 2018-01-31T02:57:00Z,28.08
us-mn 2018-01-31T02:58:00Z,24.32
us-mn 2018-01-31T02:59:00Z,32.94
us-mn 2018-01-31T03:00:00Z,26.64
us-mn 2018-01-31T03:01:00Z,22.35
us-mn 2018-01-31T03:02:00Z,22.6
us-mn 2018-01-31T03:03:00Z,20.01
us-mn 2018-01-31T03:04:00Z,19.63
us-mn 2018-01-31T03:05:00Z,15.9
us-mn 2018-01-31T03:06:00Z,16.41
us-mn 2018-01-31T03:07:00Z,21.15
us-mn 2018-01-31T03:08:00Z,22.22
us-mn 2018-01-31T03:09:00Z,21.98
us-mn 2018-01-31T03:10:00Z,19.58
us-mn 2018-01-31T03:11:00Z,19.71
us-mn 2018-01-31T03:12:00Z,18.97
us-mn 2018-01-31T03:13:00Z,22.51
us-mn 2018-01-31T03:14:00Z,20.52
us-mn 2018-01-31T03:15:00Z,20.17
us-mn 2018-01-31T03:16:00Z,18.12
us-mn 2018-01-31T03:17:00Z,17.67
us-mn 2018-01-31T03:18:00Z,22.42
us-mn 2018-01-31T03:19:00Z,20.01
us-mn 2018-01-31T03:20:00Z,20.85
us-mn 2018-01-31T03:21:00Z,13.31
us-mn 2018-01-31T03:22:00Z,18.19
us-mn 2018-01-31T03:23:00Z,18.02
us-mn 2018-01-31T03:24:00Z,14.39
us-mn 2018-01-31T03:25:00Z,13.19
us-mn 2018-01-31T03:26:00Z,18.74
us-mn 2018-01-31T03:27:00Z,17.37
us-mn 2018-01-31T03:28:00Z,20.85
us-mn 2018-01-31T03:29:00Z,23.72
us-mn 2018-01-31T03:30:00Z,19.78
us-ms 2018-01-31T02:10:00Z,16.26
us-ms 2018-01-31T02:11:00Z,18.04
us-ms 2018-01-31T02:12:00Z,16.31
us-ms 2018-01-31T02:13:00Z,11.11
us-ms 2018-01-31T02:14:00Z,14.81
us-ms 2018-01-31T02:15:00Z,14.73
us-ms 2018-01-31T02:16:00Z,15.23
us-ms 2018-01-31T02:17:00Z,14.95
us-ms 2018-01-31T02:18:00Z,14.6
us-ms 2018-01-31T02:19:00Z,11.5
us-ms 2018-01-31T02:20:00Z,10.04
us-ms 2018-01-31T02:21:00Z,10.56
us-ms 2018-01-31T02:22:00Z,9.35
us-ms 2018-01-31T02:23:00Z,9.77
us-ms 2018-01-31T02:24:00Z,15.64
us-ms 2018-01-31T02:25:00Z,15.43
us-ms 2018-01-31T02:26:00Z,12.02
us-ms 2018-01-31T02:27:00Z,15.18
us-ms 2018-01-31T02:28:00Z,7.78
us-ms 2018-01-31T02:29:00Z,11.1
us-ms 2018-01-31T02:30:00Z,13.8
us-ms 2018-01-31T02:31:00Z,15.7
us-ms 2018-01-31T02:32:00Z,8.16
us-ms 2018-01-31T02:33:00Z,13.12
us-ms 2018-01-31T02:34:00Z,12.47
us-ms 2018-01-31T02:35:00Z,12.56
us-ms 2018-01-31T02:36:00Z,15.33
us-ms 2018-01-31T02:37:00Z,14.14
us-ms 2018-01-31T02:38:00Z,15.59
us-ms 2018-01-31T02:39:00Z,14.25
us-ms 2018-01-31T02:40:00Z,9.72
us-ms 2018-01-31T02:41:00Z,11.92
us-ms 2018-01-31T02:42:00Z,10.89
us-ms 2018-01-31T02:43:00Z,8.29
us-ms 2018-01-31T02:44:00Z,17.11
us-ms 2018-01-31T02:45:00Z,11.67
us-ms 2018-01-31T02:46:00Z,20.15
us-ms 2018-01-31T02:47:00Z,19.77
us-ms 2018-01-31T02:48:00Z,18.77
us-ms 2018-01-31T02:49:00Z,12.9
us-ms 2018-01-31T02:50:00Z,11.06
us-ms 2018-01-31T02:51:00Z,12.15
us-ms 2018-01-31T02:52:00Z,18.16
us-ms 2018-01-31T02:53:00Z,14.28
us-ms 2018-01-31T02:54:00Z,9.33
us-ms 2018-01-31T02:55:00Z,11.87
us-ms 2018-01-31T02:56:00Z,14.23
us-ms 2018-01-31T02:57:00Z,18.48
us-ms 2018-01-31T02:58:00Z,23.63
us-ms 2018-01-31T02:59:00Z,19.61
us-ms 2018-01-31T03:00:00Z,24.43
us-ms 2018-01-31T03:01:00Z,16.43
us-ms 2018-01-31T03:02:00Z,12.52
us-ms 2018-01-31T03:03:00Z,11.15
us-ms 2018-01-31T03:04:00Z,17.38
us-ms 2018-01-31T03:05:00Z,10.11
us-ms 2018-01-31T03:06:00Z,11.66
us-ms 2018-01-31T03:07:00Z,15.34
us-ms 2018-01-31T03:08:00Z,15.39
us-ms 2018-01-31T03:09:00Z,9.46
us-ms 2018-01-31T03:10:00Z,10.76
us-ms 2018-01-31T03:11:00Z,13.36
us-ms 2018-01-31T03:12:00Z,11.57
us-ms 2018-01-31T03:13:00Z,15.51
us-ms 2018-01-31T03:14:00Z,11.51
us-ms 2018-01-31T03:15:00Z,13.09
us-ms 2018-01-31T03:16:00Z,11.82
us-ms 2018-01-31T03:17:00Z,12.2
us-ms 2018-01-31T03:18:00Z,11.29
us-ms 2018-01-31T03:19:00Z,13.56
us-ms 2018-01-31T03:20:00Z,6.86
us-ms 2018-01-31T03:21:00Z,8.79
us-ms 2018-01-31T03:22:00Z,8.23
us-ms 2018-01-31T03:23:00Z,10.69
us-ms 2018-01-31T03:24:00Z,9.48
us-ms 2018-01-31T03:25:00Z,8.81
us-ms 2018-01-31T03:26:00Z,9.51
us-ms 2018-01-31T03:27:00Z,11.58
us-ms 2018-01-31T03:28:00Z,19.41
us-ms 2018-01-31T03:29:00Z,16.13
us-ms 2018-01-31T03:30:00Z,16.17
us-mo 2018-01-31T02:10:00Z,21.8
us-mo 2018-01-31T02:11:00Z,23.46
us-mo 2018-01-31T02:12:00Z,20.02
us-mo 2018-01-31T02:13:00Z,18.38
us-mo 2018-01-31T02:14:00Z,18.47
us-mo 2018-01-31T02:15:00Z,19.21
us-mo 2018-01-31T02:16:00Z,19.81
us-mo 2018-01-31T02:17:00Z,18.73
us-mo 2018-01-31T02:18:00Z,20.37
us-mo 2018-01-31T02:19:00Z,19.9
us-mo 2018-01-31T02:20:00Z,17.6
us-mo 2018-01-31T02:21:00Z,19.02
us-mo 2018-01-31T02:22:00Z,16.59
us-mo 2018-01-31T02:23:00Z,18.88
us-mo 2018-01-31T02:24:00Z,18.67
us-mo 2018-01-31T02:25:00Z,18.94
us-mo 2018-01-31T02:26:00Z,19.49
us-mo 2018-01-31T02:27:00Z,18.4
us-mo 2018-01-31T02:28:00Z,18.15
us-mo 2018-01-31T02:29:00Z,15.53
us-mo 2018-01-31T02:30:00Z,15.97
us-mo 2018-01-31T02:31:00Z,14.56
us-mo 2018-01-31T02:32:00Z,17.22
us-mo 2018-01-31T02:33:00Z,15.01
us-mo 2018-01-31T02:34:00Z,20.91
us-mo 2018-01-31T02:35:00Z,19.44
us-mo 2018-01-31T02:36:00Z,20.11
us-mo 2018-01-31T02:37:00Z,16.55
us-mo 2018-01-31T02:38:00Z,18.16
us-mo 2018-01-31T02:39:00Z,16.18
us-mo 2018-01-31T02:40:00Z,16.28
us-mo 2018-01-31T02:41:00Z,14.64
us-mo 2018-01-31T02:42:00Z,16.33
us-mo 2018-01-31T02:43:00Z,17.32
us-mo 2018-01-31T02:44:00Z,17.39
us-mo 2018-01-31T02:45:00Z,18.93
us-mo 2018-01-31T02:46:00Z,17.72
us-mo 2018-01-31T02:47:00Z,17.51
us-mo 2018-01-31T02:48:00Z,15.06
us-mo 2018-01-31T02:49:00Z,15.24
us-mo 2018-01-31T02:50:00Z,17.41
us-mo 2018-01-31T02:51:00Z,19.43
us-mo 2018-01-31T02:52:00Z,16.89
us-mo 2018-01-31T02:53:00Z,19.3
us-mo 2018-01-31T02:54:00Z,15.61
us-mo 2018-01-31T02:55:00Z,17.16
us-mo 2018-01-31T02:56:00Z,17.41
us-mo 2018-01-31T02:57:00Z,23.48
us-mo 2018-01-31T02:58:00Z,24.26
us-mo 2018-01-31T02:59:00Z,31.65
us-mo 2018-01-31T03:00:00Z,17.35
us-mo 2018-01-31T03:01:00Z,14.4
us-mo 2018-01-31T03:02:00Z,21.94
us-mo 2018-01-31T03:03:00Z,20.48
us-mo 2018-01-31T03:04:00Z,16.84
us-mo 2018-01-31T03:05:00Z,16.81
us-mo 2018-01-31T03:06:00Z,13.53
us-mo 2018-01-31T03:07:00Z,18.51
us-mo 2018-01-31T03:08:00Z,16.98
us-mo 2018-01-31T03:09:00Z,19.49
us-mo 2018-01-31T03:10:00Z,19.11
us-mo 2018-01-31T03:11:00Z,18.53
us-mo 2018-01-31T03:12:00Z,15.52
us-mo 2018-01-31T03:13:00Z,17.28
us-mo 2018-01-31T03:14:00Z,17.52
us-mo 2018-01-31T03:15:00Z,18.06
us-mo 2018-01-31T03:16:00Z,17.81
us-mo 2018-01-31T03:17:00Z,18.12
us-mo 2018-01-31T03:18:00Z,18.04
us-mo 2018-01-31T03:19:00Z,17.24
us-mo 2018-01-31T03:20:00Z,14.9
us-mo 2018-01-31T03:21:00Z,13.9
us-mo 2018-01-31T03:22:00Z,16.85
us-mo 2018-01-31T03:23:00Z,12.52
us-mo 2018-01-31T03:24:00Z,11.57
us-mo 2018-01-31T03:25:00Z,17.17
us-mo 2018-01-31T03:26:00Z,19.27
us-mo 2018-01-31T03:27:00Z,14.96
us-mo 2018-01-31T03:28:00Z,18.82
us-mo 2018-01-31T03:29:00Z,17.9
us-mo 2018-01-31T03:30:00Z,19.58
us-mt 2018-01-31T02:10:00Z,42.45
us-mt 2018-01-31T02:11:00Z,33.6
us-mt 2018-01-31T02:12:00Z,42.97
us-mt 2018-01-31T02:13:00Z,29.4
us-mt 2018-01-31T02:14:00Z,32.51
us-mt 2018-01-31T02:15:00Z,28.52
us-mt 2018-01-31T02:16:00Z,32.35
us-mt 2018-01-31T02:17:00Z,23.39
us-mt 2018-01-31T02:18:00Z,33.34
us-mt 2018-01-31T02:19:00Z,43.29
us-mt 2018-01-31T02:20:00Z,36.71
us-mt 2018-01-31T02:21:00Z,19.02
us-mt 2018-01-31T02:22:00Z,22.32
us-mt 2018-01-31T02:23:00Z,18.49
us-mt 2018-01-31T02:24:00Z,27.59
us-mt 2018-01-31T02:25:00Z,26.09
us-mt 2018-01-31T02:26:00Z,24.25
us-mt 2018-01-31T02:27:00Z,23.27
us-mt 2018-01-31T02:28:00Z,24.14
us-mt 2018-01-31T02:29:00Z,20.74
us-mt 2018-01-31T02:30:00Z,31.4
us-mt 2018-01-31T02:31:00Z,21.48
us-mt 2018-01-31T02:32:00Z,30.38
us-mt 2018-01-31T02:33:00Z,25.85
us-mt 2018-01-31T02:34:00Z,35.52
us-mt 2018-01-31T02:35:00Z,24.44
us-mt 2018-01-31T02:36:00Z,30.86
us-mt 2018-01-31T02:37:00Z,17.1
us-mt 2018-01-31T02:38:00Z,23
us-mt 2018-01-31T02:39:00Z,22.12
us-mt 2018-01-31T02:40:00Z,15.89
us-mt 2018-01-31T02:41:00Z,23.57
us-mt 2018-01-31T02:42:00Z,30.11
us-mt 2018-01-31T02:43:00Z,14.97
us-mt 2018-01-31T02:44:00Z,25.13
us-mt 2018-01-31T02:45:00Z,26.78
us-mt 2018-01-31T02:46:00Z,30.67
us-mt 2018-01-31T02:47:00Z,28.26
us-mt 2018-01-31T02:48:00Z,25.83
us-mt 2018-01-31T02:49:00Z,20.31
us-mt 2018-01-31T02:50:00Z,20.4
us-mt 2018-01-31T02:51:00Z,19.91
us-mt 2018-01-31T02:52:00Z,25.2
us-mt 2018-01-31T02:53:00Z,24.51
us-mt 2018-01-31T02:54:00Z,26.54
us-mt 2018-01-31T02:55:00Z,20.22
us-mt 2018-01-31T02:56:00Z,24.25
us-mt 2018-01-31T02:57:00Z,40.49
us-mt 2018-01-31T02:58:00Z,30.79
us-mt 2018-01-31T02:59:00Z,37.38
us-mt 2018-01-31T03:00:00Z,22.65
us-mt 2018-01-31T03:01:00Z,14.98
us-mt 2018-01-31T03:02:00Z,26.35
us-mt 2018-01-31T03:03:00Z,24.09
us-mt 2018-01-31T03:04:00Z,17.02
us-mt 2018-01-31T03:05:00Z,42.89
us-mt 2018-01-31T03:06:00Z,22.5
us-mt 2018-01-31T03:07:00Z,36.81
us-mt 2018-01-31T03:08:00Z,40.1
us-mt 2018-01-31T03:09:00Z,25.26
us-mt 2018-01-31T03:10:00Z,28.97
us-mt 2018-01-31T03:11:00Z,22.37
us-mt 2018-01-31T03:12:00Z,23.11
us-mt 2018-01-31T03:13:00Z,23.04
us-mt 2018-01-31T03:14:00Z,25.27
us-mt 2018-01-31T03:15:00Z,24.72
us-mt 2018-01-31T03:16:00Z,15.81
us-mt 2018-01-31T03:17:00Z,21.96
us-mt 2018-01-31T03:18:00Z,21.51
us-mt 2018-01-31T03:19:00Z,36.63
us-mt 2018-01-31T03:20:00Z,17.52
us-mt 2018-01-31T03:21:00Z,7.88
us-mt 2018-01-31T03:22:00Z,16.55
us-mt 2018-01-31T03:23:00Z,8.81
us-mt 2018-01-31T03:24:00Z,20.52
us-mt 2018-01-31T03:25:00Z,11.67
us-mt 2018-01-31T03:26:00Z,32.45
us-mt 2018-01-31T03:27:00Z,28.57
us-mt 2018-01-31T03:28:00Z,20.08
us-mt 2018-01-31T03:29:00Z,35.77
us-mt 2018-01-31T03:30:00Z,27.76
us-ne 2018-01-31T02:10:00Z,23.33
us-ne 2018-01-31T02:11:00Z,21.46
us-ne 2018-01-31T02:12:00Z,17.31
us-ne 2018-01-31T02:13:00Z,23.63
us-ne 2018-01-31T02:14:00Z,19.2
us-ne 2018-01-31T02:15:00Z,21.15
us-ne 2018-01-31T02:16:00Z,29.84
us-ne 2018-01-31T02:17:00Z,19.94
us-ne 2018-01-31T02:18:00Z,21.3
us-ne 2018-01-31T02:19:00Z,25.71
us-ne 2018-01-31T02:20:00Z,24.49
us-ne 2018-01-31T02:21:00Z,22.76
us-ne 2018-01-31T02:22:00Z,20.76
us-ne 2018-01-31T02:23:00Z,16.96
us-ne 2018-01-31T02:24:00Z,23.16
us-ne 2018-01-31T02:25:00Z,16.46
us-ne 2018-01-31T02:26:00Z,11.63
us-ne 2018-01-31T02:27:00Z,15.77
us-ne 2018-01-31T02:28:00Z,18.54
us-ne 2018-01-31T02:29:00Z,19.13
us-ne 2018-01-31T02:30:00Z,18.45
us-ne 2018-01-31T02:31:00Z,26.98
us-ne 2018-01-31T02:32:00Z,17.26
us-ne 2018-01-31T02:33:00Z,19.49
us-ne 2018-01-31T02:34:00Z,21.48
us-ne 2018-01-31T02:35:00Z,22.88
us-ne 2018-01-31T02:36:00Z,14.44
us-ne 2018-01-31T02:37:00Z,23.81
us-ne 2018-01-31T02:38:00Z,21.91
us-ne 2018-01-31T02:39:00Z,21.19
us-ne 2018-01-31T02:40:00Z,19.08
us-ne 2018-01-31T02:41:00Z,17.66
us-ne 2018-01-31T02:42:00Z,23.42
us-ne 2018-01-31T02:43:00Z,19.27
us-ne 2018-01-31T02:44:00Z,18.85
us-ne 2018-01-31T02:45:00Z,26.3
us-ne 2018-01-31T02:46:00Z,19.67
us-ne 2018-01-31T02:47:00Z,27.64
us-ne 2018-01-31T02:48:00Z,19.94
us-ne 2018-01-31T02:49:00Z,13.04
us-ne 2018-01-31T02:50:00Z,14.38
us-ne 2018-01-31T02:51:00Z,18.36
us-ne 2018-01-31T02:52:00Z,16.06
us-ne 2018-01-31T02:53:00Z,17.91
us-ne 2018-01-31T02:54:00Z,19.21
us-ne 2018-01-31T02:55:00Z,15.98
us-ne 2018-01-31T02:56:00Z,18.49
us-ne 2018-01-31T02:57:00Z,25.26
us-ne 2018-01-31T02:58:00Z,35.55
us-ne 2018-01-31T02:59:00Z,27.43
us-ne 2018-01-31T03:00:00Z,25.37
us-ne 2018-01-31T03:01:00Z,30.01
us-ne 2018-01-31T03:02:00Z,29.74
us-ne 2018-01-31T03:03:00Z,25.15
us-ne 2018-01-31T03:04:00Z,21.28
us-ne 2018-01-31T03:05:00Z,20.76
us-ne 2018-01-31T03:06:00Z,13.2
us-ne 2018-01-31T03:07:00Z,16.78
us-ne 2018-01-31T03:08:00Z,22.21
us-ne 2018-01-31T03:09:00Z,19.03
us-ne 2018-01-31T03:10:00Z,25.43
us-ne 2018-01-31T03:11:00Z,17.28
us-ne 2018-01-31T03:12:00Z,15.47
us-ne 2018-01-31T03:13:00Z,16.47
us-ne 2018-01-31T03:14:00Z,28.82
us-ne 2018-01-31T03:15:00Z,22.02
us-ne 2018-01-31T03:16:00Z,21.38
us-ne 2018-01-31T03:17:00Z,18.48
us-ne 2018-01-31T03:18:00Z,13.21
us-ne 2018-01-31T03:19:00Z,19.06
us-ne 2018-01-31T03:20:00Z,16.03
us-ne 2018-01-31T03:21:00Z,23.64
us-ne 2018-01-31T03:22:00Z,16.78
us-ne 2018-01-31T03:23:00Z,12.73
us-ne 2018-01-31T03:24:00Z,9.6
us-ne 2018-01-31T03:25:00Z,8.31
us-ne 2018-01-31T03:26:00Z,25.88
us-ne 2018-01-31T03:27:00Z,20.63
us-ne 2018-01-31T03:28:00Z,17.59
us-ne 2018-01-31T03:29:00Z,27.37
us-ne 2018-01-31T03:30:00Z,17.4
us-nv 2018-01-31T02:10:00Z,18.63
us-nv 2018-01-31T02:11:00Z,26.15
us-nv 2018-01-31T02:12:00Z,16.48
us-nv 2018-01-31T02:13:00Z,14.48
us-nv 2018-01-31T02:14:00Z,18.1
us-nv 2018-01-31T02:15:00Z,17.17
us-nv 2018-01-31T02:16:00Z,13.06
us-nv 2018-01-31T02:17:00Z,14.38
us-nv 2018-01-31T02:18:00Z,18.11
us-nv 2018-01-31T02:19:00Z,19.81
us-nv 2018-01-31T02:20:00Z,20.42
us-nv 2018-01-31T02:21:00Z,18.01
us-nv 2018-01-31T02:22:00Z,14.26
us-nv 2018-01-31T02:23:00Z,16.3
us-nv 2018-01-31T02:24:00Z,15.29
us-nv 2018-01-31T02:25:00Z,13.52
us-nv 2018-01-31T02:26:00Z,11.72
us-nv 2018-01-31T02:27:00Z,15.93
us-nv 2018-01-31T02:28:00Z,13.64
us-nv 2018-01-31T02:29:00Z,14.05
us-nv 2018-01-31T02:30:00Z,12.79
us-nv 2018-01-31T02:31:00Z,16.59
us-nv 2018-01-31T02:32:00Z,17.86
us-nv 2018-01-31T02:33:00Z,12.29
us-nv 2018-01-31T02:34:00Z,12.93
us-nv 2018-01-31T02:35:00Z,14.05
us-nv 2018-01-31T02:36:00Z,10.88
us-nv 2018-01-31T02:37:00Z,12.77
us-nv 2018-01-31T02:38:00Z,13.43
us-nv 2018-01-31T02:39:00Z,13.43
us-nv 2018-01-31T02:40:00Z,17.61
us-nv 2018-01-31T02:41:00Z,15.1
us-nv 2018-01-31T02:42:00Z,12.73
us-nv 2018-01-31T02:43:00Z,18.4
us-nv 2018-01-31T02:44:00Z,16.06
us-nv 2018-01-31T02:45:00Z,15.18
us-nv 2018-01-31T02:46:00Z,15.1
us-nv 2018-01-31T02:47:00Z,23.89
us-nv 2018-01-31T02:48:00Z,11.17
us-nv 2018-01-31T02:49:00Z,8.35
us-nv 2018-01-31T02:50:00Z,9.15
us-nv 2018-01-31T02:51:00Z,14.97
us-nv 2018-01-31T02:52:00Z,15.12
us-nv 2018-01-31T02:53:00Z,10.36
us-nv 2018-01-31T02:54:00Z,12.23
us-nv 2018-01-31T02:55:00Z,12.44
us-nv 2018-01-31T02:56:00Z,11.34
us-nv 2018-01-31T02:57:00Z,21.11
us-nv 2018-01-31T02:58:00Z,18.43
us-nv 2018-01-31T02:59:00Z,17.62
us-nv 2018-01-31T03:00:00Z,17.2
us-nv 2018-01-31T03:01:00Z,15.74
us-nv 2018-01-31T03:02:00Z,12.9
us-nv 2018-01-31T03:03:00Z,13.33
us-nv 2018-01-31T03:04:00Z,10.55
us-nv 2018-01-31T03:05:00Z,14.28
us-nv 2018-01-31T03:06:00Z,10.94
us-nv 2018-01-31T03:07:00Z,10.29
us-nv 2018-01-31T03:08:00Z,13.1
us-nv 2018-01-31T03:09:00Z,11.58
us-nv 2018-01-31T03:10:00Z,11.96
us-nv 2018-01-31T03:11:00Z,12.97
us-nv 2018-01-31T03:12:00Z,11.76
us-nv 2018-01-31T03:13:00Z,15.63
us-nv 2018-01-31T03:14:00Z,13.31
us-nv 2018-01-31T03:15:00Z,17.48
us-nv 2018-01-31T03:16:00Z,12.29
us-nv 2018-01-31T03:17:00Z,15.29
us-nv 2018-01-31T03:18:00Z,16
us-nv 2018-01-31T03:19:00Z,14.31
us-nv 2018-01-31T03:20:00Z,10.27
us-nv 2018-01-31T03:21:00Z,12.19
us-nv 2018-01-31T03:22:00Z,11.17
us-nv 2018-01-31T03:23:00Z,15.46
us-nv 2018-01-31T03:24:00Z,9.22
us-nv 2018-01-31T03:25:00Z,7.56
us-nv 2018-01-31T03:26:00Z,13.01
us-nv 2018-01-31T03:27:00Z,17.46
us-nv 2018-01-31T03:28:00Z,13.22
us-nv 2018-01-31T03:29:00Z,16.34
us-nv 2018-01-31T03:30:00Z,13.89
us-nh 2018-01-31T02:10:00Z,45.77
us-nh 2018-01-31T02:11:00Z,26.85
us-nh 2018-01-31T02:12:00Z,28.77
us-nh 2018-01-31T02:13:00Z,28.22
us-nh 2018-01-31T02:14:00Z,24.26
us-nh 2018-01-31T02:15:00Z,29.45
us-nh 2018-01-31T02:16:00Z,30.88
us-nh 2018-01-31T02:17:00Z,25.46
us-nh 2018-01-31T02:18:00Z,29.53
us-nh 2018-01-31T02:19:00Z,29.93
us-nh 2018-01-31T02:20:00Z,38.61
us-nh 2018-01-31T02:21:00Z,31.84
us-nh 2018-01-31T02:22:00Z,25.5
us-nh 2018-01-31T02:23:00Z,20.57
us-nh 2018-01-31T02:24:00Z,40.1
us-nh 2018-01-31T02:25:00Z,23.98
us-nh 2018-01-31T02:26:00Z,26.02
